Soc;Année;Mois;Jour;qqt achetée
007;2007;11;30;104
007;2007;12;1;40
007;2007;12;2;100
007;2007;12;3;41
007;2007;12;4;221
007;2007;12;5;57
007;2007;12;6;74
007;2007;12;7;52
007;2007;12;8;122
007;2007;12;9;79
007;2007;12;10;121
007;2007;12;11;14
007;2007;12;12;133
007;2007;12;13;227
007;2007;12;14;127
007;2007;12;15;3
007;2007;12;16;248
007;2007;12;17;147
007;2007;12;18;30
007;2007;12;19;85
007;2007;12;20;34
007;2007;12;21;81
007;2007;12;22;121
007;2007;12;23;120
007;2007;12;24;52
007;2007;12;25;240
007;2007;12;26;145
007;2007;12;27;73
007;2007;12;28;139
007;2007;12;29;221
007;2007;12;30;10
007;2007;12;31;80
